	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
170	FL	2020.0	6	Statistics and Probability	MAFS.6.SP.1.2		1	A dot plot is shown. If the  quantities  3 and 4 are added to the data set, how would the  distribution be affected?	slightly skewed with  median greater than mean	slightly skewed with  equal median and  mean	more symmetrical with  median less  than mean	more symmetrical  with  equal median and  mean		A dot plot is shown. If the  quantities  3 and 4 are added to the data set, how would the  distribution be affected?  slightly skewed with  median greater than mean  slightly skewed with  equal median and  mean  more symmetrical with  median less  than mean  more symmetrical  with  equal median and  mean
171	FL	2020.0	6	Statistics and Probability	MAFS.6.SP.1.3		1	While driving the Grand Avenue bus route, Tim kept a record of how many people rode on his bus. He recorded the total number of people who rode the bus each week for 5 weeks, as shown in the table.  What statistical measure would represent  the average number of people who  rode the bus?	mean absolute deviation	interquartile range	median	mean		While driving the Grand Avenue bus route, Tim kept a record of how many people rode on his bus. He recorded the total number of people who rode the bus each week for 5 weeks, as shown in the table.  What statistical measure would represent  the average number of people who  rode the bus?  mean absolute deviation   interquartile range  median mean
172	FL	2020.0	6	Statistics and Probability	MAFS.6.SP.2.5c G		1	A dot plot shows the number of cans students at Epping Middle School collected for a canned food drive. Which pair of statistical measures would best represent the data set shown in the dot plot?	median and interquartile range	mean and interquartile range	median and  mean absolute deviation	mean and  mean absolute deviation		A dot plot shows the number of cans students at Epping Middle School collected for a canned food drive. Which pair of statistical measures would best represent the data set shown in the dot plot?  median and interquartile range  mean and interquartile range  median and  mean absolute deviation  mean and  mean absolute deviation
242	GA	2020.0	6	The Number System	MGSE6.NS.4		0	Which expression is equivalent to 36 + 24?	6 + 4	4(6 + 4)	4(6 + 6)	12(3 + 2)		Which expression is equivalent to 36 + 24? 6 + 4 4(6 + 4) 4(6 + 6) 12(3 + 2)
243	GA	2020.0	6	Ratios and Proportional Relationships	MGSE6.RP.1		0	Fran has 18 paperback books and 24 hardcover books. What is the ratio of paperback books to hardcover books?	3:4	4:3	3:7	7:3		Fran has 18 paperback books and 24 hardcover books. What is the ratio of paperback books to hardcover books? 3:4 4:3 3:7 7:3
244	GA	2020.0	6	Ratios and Proportional Relationships	MGSE6.RP.3d		0	A tomato sauce recipe uses 96 ounces of crushed tomatoes. How many pints of crushed tomatoes are needed to make the tomato sauce? (32 ounces = 2 pints)	2 pints	3 pints	4 pints	6 pints		A tomato sauce recipe uses 96 ounces of crushed tomatoes. How many pints of crushed tomatoes are needed to make the tomato sauce? (32 ounces = 2 pints) 2 pints 3 pints 4 pints 6 pints
245	GA	2020.0	6	Expressions and Equations	MGSE6.EE.2c		0	Adam is n years old . Mary Beth is 3n + 4 years old. If Adam is 9 years old, how old is Mary Beth?	23	27	31	43		Adam is n years old . Mary Beth is 3n + 4 years old. If Adam is 9 years old, how old is Mary Beth? 23 27 31 43
246	GA	2020.0	6	Expressions and Equations	MGSE6.EE.1		0	Look at this expression. 1/5   × 1/5     × 1/5 Which expression is equivalent?	2 x 1/5	3 x 1/5	(1/5)^2	(1/5)^3		Look at this expression. 1/5   × 1/5     × 1/5 Which expression is equivalent? 2 x 1/5 3 x 1/5 (1/5)^2 (1/5)^3
247	GA	2020.0	6	Expressions and Equations	MGSE6.EE.3		0	Look at this expression.  5(4x − 3)  Which expression is equivalent?	20x – 3	20x – 15	4x – 15	9x – 8		Look at this expression.  5(4x − 3)  Which expression is equivalent? 20x – 3 20x – 15 4x – 15 9x – 8
248	GA	2020.0	6	Expressions and Equations	MGSE6.EE.5		0	Look at this inequality. 5y> 14 Which value for y makes the inequality true?	1.5	2	2.8	3		Look at this inequality. 5y> 14 Which value for y makes the inequality true? 1.5 2 2.8 3
249	GA	2020.0	6	Expressions and Equations	MGSE6.EE.6		0	It costs $60 to reserve a movie theater for a party. There is also a charge of $3 for each person. Which expression represents the total cost to reserve a movie theater for n persons?	60 + 3n	60 − 3n	3 + 60n	3 − 60n		It costs $60 to reserve a movie theater for a party. There is also a charge of $3 for each person. Which expression represents the total cost to reserve a movie theater for n persons? 60 + 3n 60 − 3n 3 + 60n 3 − 60n
250	GA	2020.0	6	Expressions and Equations	MGSE6.EE.8		0	To ride a roller coaster, a person must have a height that is greater than 40 inches. Last year, Karen had a height of 46 inches. This year, she is allowed to ride the roller coaster. Which inequality about the change, k, in inches, in Karen's height from last year to this year must be true?	k < 2	k > 2	k < 3	k > 3		To ride a roller coaster, a person must have a height that is greater than 40 inches. Last year, Karen had a height of 46 inches. This year, she is allowed to ride the roller coaster. Which inequality about the change, k, in inches, in Karen's height from last year to this year must be true? k < 2 k > 2 k < 3 k > 3
251	GA	2020.0	6	Statistics and Probability	MGSE6.SP.1		0	Which question is a statistical question because it could have more than one answer?	“Where does the current U. S. president live?”	“What size coat am I wearing now?”	“Did Jack wear sneakers or boots to school today?”	“What size shirt do the kids in the school wear?”		Which question is a statistical question because it could have more than one answer? “Where does the current U. S. president live?” “What size coat am I wearing now?” “Did Jack wear sneakers or boots to school today?” “What size shirt do the kids in the school wear?”
252	GA	2020.0	6	The Number System	MGSE6.NS.7		0	Which list shows the numbers in descending order?	|−2 .5|, −2 .25, 2 .75	−2 .25, −2 .5, |2 .75|	−2 .5, 2 .5, |−2 .75|	2 .75, |−2 .5|, −2 .25		Which list shows the numbers in descending order? |−2 .5|, −2 .25, 2 .75 −2 .25, −2 .5, |2 .75| −2 .5, 2 .5, |−2 .75| 2 .75, |−2 .5|, −2 .25
253	GA	2020.0	6	The Number System	MGSE6.NS.5		0	A metal rod is placed into the ground.   The height of the rod above the ground is 100 feet.  The depth of the rod is 20 feet in the ground. What does 0 feet represent in this situation?	the middle of the metal rod	the top end of the metal rod	the bottom end of the metal rod	the point at which the metal rod enters the ground		A metal rod is placed into the ground.   The height of the rod above the ground is 100 feet.  The depth of the rod is 20 feet in the ground. What does 0 feet represent in this situation? the middle of the metal rod the top end of the metal rod the bottom end of the metal rod the point at which the metal rod enters the ground
254	GA	2020.0	6	Geometry	MGSE6.G.1		1	Mitch drew this quadrilateral.  What is the area of the quadrilateral?	28 cm^2	80 cm^2	96 cm^2	112 cm^2		Mitch drew this quadrilateral.  What is the area of the quadrilateral? 28 cm^2 80 cm^2 96 cm^2 112 cm^2
255	GA	2020.0	6	Geometry	MGSE6.G.2		1	Consider this right rectangular prism. How  many 1/2  -unit cubes are needed to fill the rectangular prism?	8	16	32	64		Consider this right rectangular prism. How  many 1/2  -unit cubes are needed to fill the rectangular prism?  8 16 32 64
256	GA	2020.0	6	Geometry	MGSE6.G.1		1	A polygon is graphed on the coordinate grid.  The polygon can be decomposed into two triangles to determine the area of the polygon. Which decomposition of two triangles represents the area of the polygon?	the area of triangle GHL plus the area of triangle HIJ	the area of triangle GHK plus the area of triangle HIK	the area of triangle GJK plus the area of triangle ILK	the area of triangle GHK plus the area of triangle ILK		A polygon is graphed on the coordinate grid.  The polygon can be decomposed into two triangles to determine the area of the polygon. Which decomposition of two triangles represents the area of the polygon? the area of triangle GHL plus the area of triangle HIJ the area of triangle GHK plus the area of triangle HIK the area of triangle GJK plus the area of triangle ILK the area of triangle GHK plus the area of triangle ILK
257	GA	2020.0	6	Geometry	MGSE6.G.1		1	What is the area, in square units, of the polygon?	10	11	12	13		What is the area, in square units, of the polygon? 10 11 12 13
258	GA	2020.0	6	Statistics and Probability	MGSE6.SP.2		1	The dot plot shows the number of times 14 students have attended a sporting event. What number is the median of the data set?	1	4	5	7		The dot plot shows the number of times 14 students have attended a sporting event. What number is the median of the data set? 1 4 5 7
384	IA		6	Expressions and Equations	6.EE.A.3		0	Which expression is equivalent to 8(4 + x)?	12 + x	12 + 8x	32 + x	32 + 8x		Which expression is equivalent to 8(4 + x)?  12 + x 12 + 8x 32 + x 32 + 8x
385	IA		6	The Number System	6.NS.B.3		0	Stanley swam across the pool in 47.82 seconds. Margaret was 0.23 seconds faster. How many seconds did it take Margaret to swim across the pool?	24.82	47.59	47.61	48.05		Stanley swam across the pool in 47.82 seconds. Margaret was 0.23 seconds faster. How many seconds did it take Margaret to swim across the pool? 24.82 47.59 47.61 48.05
386	IA		6	Ratios and Proportional Relationships	6.RP.A.1		0	A drink stand sold 100 cups of iced tea and 150 cups of lemonade during a parade. What is the ratio of cups of iced tea to cups of lemonade?	2 : 3	2 : 5	3 : 2	3 : 5		A drink stand sold 100 cups of iced tea and 150 cups of lemonade during a parade. What is the ratio of cups of iced tea to cups of lemonade?      2 : 3  2 : 5  3 : 2  3 : 5
387	IA		6	Expressions and Equations	6.EE.B.7		0	What is the value of x in the equation below? x +26 = 106	106 / 26	80	122	132		What is the value of x in the equation below? x +26 = 106  106 / 26 80 122 132
388	IA		6	The Number System	6.NS.C.5		0	Which number represents a windchill temperature of eighteen degrees below zero?	-18	0.18	2022-01-18 00:00:00	18		Which number represents a windchill temperature of eighteen degrees below zero? -18 0.18 44579 18
389	IA		6	The Number System	6.NS.B.2		0	A coach will order a total of 10,800 table tennis balls. There are 48 tennis balls per bag. How many bags of table tennis balls will the coach order?	23	216	221	225		A coach will order a total of 10,800 table tennis balls. There are 48 tennis balls per bag. How many bags of table tennis balls will the coach order? 23 216 221 225
390	IA		6	Ratios and Proportional Relationships	6.RP.A.2		0	At his sister's graduation ceremony, Andre determined that it took the first 20 graduates 100 seconds to cross the stage. What is the unit rate, in seconds per graduate?	0.2	5	20	120		At his sister's graduation ceremony, Andre determined that it took the first 20 graduates 100 seconds to cross the stage. What is the unit rate, in seconds per graduate? 0.2 5 20 120
391	IA		6	Expressions and Equations	6.EE.A.1		0	What is the value of the expression below 2^4  / 2	4	8	12	32		What is the value of the expression below 2^4  / 2 4 8 12 32
392	IA		6	The Number System	6.NS.A.1		0	What fraction is equal to 3/7 ÷  4/5 ?	12 / 35	15 / 28	28 / 15	35 / 12		What fraction is equal to 3/7 ÷  4/5 ?  12 / 35  15 / 28  28 / 15  35 / 12
393	IA		6	Statistics and Probability	6.SP.A.1		0	Carl collected information about the members of a soccer team. He recorded the age, name, weight, and height of each team member. Next, Carl will calculate the mean (average) for each category of information. For which information does mean not make sense?	Age	Name	Weight	Height		Carl collected information about the members of a soccer team. He recorded the age, name, weight, and height of each team member. Next, Carl will calculate the mean (average) for each category of information. For which information does mean not make sense? Age Name Weight Height
394	IA		6	Ratios and Proportional Relationships	6.RP.A.3		0	Greta walks at a rate of 3 miles per hour. How long will it take Greta to walk 2 miles?	6 minutes	30 minutes	40 minutes	1 hour 30 minutes		Greta walks at a rate of 3 miles per hour. How long will it take Greta to walk 2 miles? 6 minutes 30 minutes 40 minutes 1 hour 30 minutes
395	IA		6	The Number System	6.NS.B.3		0	One pound of apples cost $1.74. Ms. Franklin spent $15.66 on apples. How many total pounds of apples did Ms. Franklin buy?	8	9	10	14		One pound of apples cost $1.74. Ms. Franklin spent $15.66 on apples. How many total pounds of apples did Ms. Franklin buy? 8 9 10 14
396	IA		6	Expressions and Equations	6.EE.B.5		0	Which number from the set {1, 3, 5, 11} makes the equation below true?  4x - 8 = 12	1	3	5	11		Which number from the set {1, 3, 5, 11} makes the equation below true?  4x - 8 = 12 1 3 5 11
397	IA		6	The Number System	6.NS.B.4		0	Ms. Fitzgerald will put 88 pens and 68 pencils into boxes. Each box will have the same number of pens. Each box will also have the same number of pencils. What is the greatest number of boxes she can use?	2	4	8	11		Ms. Fitzgerald will put 88 pens and 68 pencils into boxes. Each box will have the same number of pens. Each box will also have the same number of pencils. What is the greatest number of boxes she can use? 2 4 8 11
398	IA		6	Statistics and Probability	6.SP.A.2		0	When the outlier is removed from the set {100, 105, 105, 107, 260} , which of the measures below will change?  Median Range Mean	Only median	Only median and range	Only range and mean	Median, range, and mean		When the outlier is removed from the set {100, 105, 105, 107, 260} , which of the measures below will change?  Median Range Mean Only median Only median and range Only range and mean Median, range, and mean
399	IA		6	Ratios and Proportional Relationships	6.RP.A.3		0	A store is having a 30% - off sale on one style of pants. The original price of these pants was $45.50. What is the sale price?	45.2	40.95	31.85	13.65		A store is having a 30% - off sale on one style of pants. The original price of these pants was $45.50. What is the sale price? 45.2 40.95 31.85 13.65
400	IA		6	Expressions and Equations	6.EE.A.4		0	Which expression is equivalent to r + r + w + w + q + q ?	2rwq	2r + 2w + 2q	r^2w^2q^2	r^2 + w^2 + q^2		Which expression is equivalent to r + r + w + w + q + q ? 2rwq 2r + 2w + 2q r^2w^2q^2 r^2 + w^2 + q^2
401	IA		6	Expressions and Equations	6.EE.B.6		0	Tickets to a ballet cost $15 per person. A coupon offers a discount of $10 per group. Which expression gives the cost, in dollars, for a group of p people to buy tickets to the ballet?	10 - 15p	10p - 15	15 - 10p	15p - 10		Tickets to a ballet cost $15 per person. A coupon offers a discount of $10 per group. Which expression gives the cost, in dollars, for a group of p people to buy tickets to the ballet? 10 - 15p 10p - 15 15 - 10p 15p - 10
402	IA		6	Expressions and Equations	6.EE.A.2		0	Shantel has p pennies, n nickels, and d dimes. What is the value, in dollars, of the coins Shantel has?	p + 5n + 10d	0.16(p + n + d)	100p + 20n + 10d	0.01p + 0.05n + 0.10d		Shantel has p pennies, n nickels, and d dimes. What is the value, in dollars, of the coins Shantel has? p + 5n + 10d 0.16(p + n + d) 100p + 20n + 10d 0.01p + 0.05n + 0.10d
403	IA		6	Ratios and Proportional Relationships	6.RP.A.2		0	A plant food solution calls for a ratio of 2 parts plant food to 225 parts water. For each cup of water in the solution, how many cups of plant food would there be?	1 / 450	1 / 225	2 / 225	225 / 2		A plant food solution calls for a ratio of 2 parts plant food to 225 parts water. For each cup of water in the solution, how many cups of plant food would there be?  1 / 450  1 / 225  2 / 225  225 / 2
404	IA		6	The Number System	6.NS.C.7		0	Which number(s) from the set {-6, 3, 7} could replace the __ to make the number sentence below true? | __| > 5	Only 7	Only -6	Only -6 and 3	Only -6 and 7		Which number(s) from the set {-6, 3, 7} could replace the __ to make the number sentence below true? | __| > 5 Only 7 Only -6  Only -6 and 3 Only -6 and 7
405	IA		6	Expressions and Equations	6.EE.B.8		0	A shop rents bicycles for either $20 per day or $4 per hour. For what number of hours, h, is it more expensive to rent a bicycle at the daily rate than at the hourly rate?	h < 5	h <= 5	h > 5	h >= 5		A shop rents bicycles for either $20 per day or $4 per hour. For what number of hours, h, is it more expensive to rent a bicycle at the daily rate than at the hourly rate? h < 5 h <= 5 h > 5 h >= 5
406	IA		6	The Number System	6.NS.C.8		1	In which quadrant is the point (3, -5) located?	Quadrant I	Quadrant II	Quadrant III	Quadrant IV		In which quadrant is the point (3, -5) located? Quadrant I Quadrant II Quadrant III Quadrant IV
407	IA		6	Statistics and Probability	6.SP.B.4		1	The line plot below shows the number of aces Jessie served in each tennis match this season. What was the total number of matches Jessie played during the season?	8	9	10	12		The line plot below shows the number of aces Jessie served in each tennis match this season. What was the total number of matches Jessie played during the season? 8 9 10 12
408	IA		6	Statistics and Probability	6.SP.B.5		1	The line plot below shows the number of aces Jessie served in each tennis match this season. What is the median number of aces Jessie served in each game?	1	2.5	3	4		The line plot below shows the number of aces Jessie served in each tennis match this season. What is the median number of aces Jessie served in each game? 1 2.5 3 4
409	IA		6	Geometry	6.G.A.3		1	A polygon is graphed in the standard (x, y) coordinate plane below. What are the lengths, in coordinate units, of the sides labeled m and n ?	m = 7   n = 5	m = 7   n = 4	m = 6  n = 5	m = 6   n = 4		A polygon is graphed in the standard (x, y) coordinate plane below. What are the lengths, in coordinate units, of the sides labeled m and n ?  m = 7   n = 5 m = 7   n = 4 m = 6  n = 5 m = 6   n = 4
410	IA		6	Statistics and Probability	6.SP.B.5		1	The amount of time Meredith spent practicing the piano each day last week is recorded in the table below.  To the nearest minute, what is the mean number of minutes per day Meredith spent practicing the piano last week?	14	15	17	20		The amount of time Meredith spent practicing the piano each day last week is recorded in the table below.  To the nearest minute, what is the mean number of minutes per day Meredith spent practicing the piano last week? 14 15 17 20
411	IA		6	Geometry	6.G.A.1		1	Using a rubber band, Carlos created a shape on the peg board, as shown below. What is the area, in square units, of the shape?	27	28	29	30		Using a rubber band, Carlos created a shape on the peg board, as shown below. What is the area, in square units, of the shape? 27 28 29 30
412	IA		6	The Number System	6.NS.C.6		1	For r <   -3.9, which point is a possible location of r ?	W	X	Y	Z		For r <   -3.9, which point is a possible location of r ? W X Y Z
413	IA		6	Statistics and Probability	6.SP.A.3		1	Four people spent time at the mall each month last year. The mean and  range of the number of hours each person spent at the mall are shown in the table below. Which person showed the most variability in the number of hours spent at the mall each month?	Callie	Hayden	River	Simon		Four people spent time at the mall each month last year. The mean and  range of the number of hours each person spent at the mall are shown in the table below. Which person showed the most variability in the number of hours spent at the mall each month? Callie Hayden River Simon
414	IA		6	Geometry	6.G.A.2		1	Noah is preparing to ship bowls to a retail store. Each bowl will be packed in a cube-shaped box with a side length of 3/4 foot. He will pack those boxes into a cube-shaped shipping box with a side length of 3 feet, as shown below. What is the maximum number of the small boxes that will fit inside the shipping box?	3 x  3 / 4	3 / 4  x   3 / 4    x   3 / 4	3 x 3 x 3	4 x 4 x 4		Noah is preparing to ship bowls to a retail store. Each bowl will be packed in a cube-shaped box with a side length of 3/4 foot. He will pack those boxes into a cube-shaped shipping box with a side length of 3 feet, as shown below. What is the maximum number of the small boxes that will fit inside the shipping box? 3 x  3 / 4 3 / 4  x   3 / 4    x   3 / 4 3 x 3 x 3  4 x 4 x 4
508	IL	2015.0	6	Expressions and Equations	6.EE.A.2		0	Which expression represents “6 more than x”?	x - 6	6 ⋅ x	x + 6	6 - x		Which expression represents “6 more than x”? x - 6 6 ⋅ x x + 6 6 - x
509	IL	2015.0	6	Expressions and Equations	6.EE.B.5		0	Let  x represent any number in the set of even integers greater than 1. Which inequality is true for all values of x ?	x < 0	x > 0	x < 4	x > 4		Let  x represent any number in the set of even integers greater than 1. Which inequality is true for all values of x ? x < 0 x > 0 x < 4 x > 4
